"time_idx","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Y10","Y11","Y12","Y13","Y14","Y15","Y16","Y17","Y18","Y19","Y20","Y21","Y22","Y23","Y24","Y25","Y26","Y27","Y28","Y29","Y30","Y31","Y32","Y33","Y34","Y35","Y36","Y37","Y38","Y39","Y40","Y41","Y42","Y43","Y44","Y45","Y46","Y47","Y48","Y49","Y50","Y51","Y52","Y53","Y54","Y55","Y56","Y57","Y58","Y59","Y60","Y61","Y62","Y63","Y64","Y65","Y66","Y67","Y68","Y69","Y70","Y71","Y72","Y73","Y74","Y75","Y76","Y77","Y78","Y79","Y80","Y81","Y82","Y83","Y84","Y85","Y86","Y87","Y88","Y89","Y90","Y91","Y92","Y93","Y94","Y95","Y96","Y97","Y98","Y99","Y100"
1,0.614396046108652,0.964793850114196,0.205892926723812,-0.648300470217734,0.113615410917354,-0.0792614576542466,0.381704896151242,-0.532580642581927,-0.443132416811731,-0.31274083673883,-0.503808993111157,0.825271460560026,0.509840069906954,-0.501613559870316,-0.632385080565769,-0.964721567601652,0.736506228834787,0.338669460227402,-0.118543625411485,-0.809378272652357,0.290773785771656,0.847865886104109,1.02846712600366,1.45195948402919,0.16453590784959,-0.204727085330462,-0.387382334199826,0.362147569599002,-0.367811111075179,-0.0325946359505147,0.758206699916039,-0.345175829811476,-0.791410451711468,-0.177076641595672,-0.848044208724794,-0.661532980115826,-0.91712909264664,0.549553665536138,-0.780100923730323,-0.97703919311947,-0.687251238585819,-0.0927420612607002,0.174795586646832,0.670295282399104,0.0243024703447677,0.0107074914934738,-0.490924418849973,0.315406069465897,-1.40224703704699,0.0357857635296122,-0.751800724188482,0.735882285303847,-0.797755144496549,0.183349230263331,-0.636045446945193,0.231902096483601,-0.886633413249409,0.598352691675128,0.638006157153203,-0.0510269965910851,-0.307926564027784,0.42011874270148,-0.876174708262433,-0.225595994947291,-0.158354273244466,-0.107087553883613,0.159539280051026,0.445507649278497,0.18725490071069,-0.216094161207263,-0.632376780744413,0.967248027756558,0.602323414844464,-0.0273856980656005,0.375432455179577,-0.319925472706845,-0.0564198729051213,0.675449364083008,-0.331537708911085,-0.649245641237851,-0.120359890989837,0.783775154225172,-0.115600936850797,-0.0241455293965416,1.04661685800155,-1.09940194253541,-0.56817312092115,0.12175015775308,-0.551149586822941,0.654409670441692,-0.43997754619851,1.05927664107984,-0.323259758280585,-0.553377124370323,0.235119066487732,-1.10194954547185,0.150780645515457,-0.0937071970190814,0.384868045443105,0.137204267213356
2,0.0434828292084052,-0.31145924812965,0.11346084915238,0.109751704517692,-0.356715312971508,-0.581808281551402,0.10391551288313,0.140394981693464,0.166327255617818,-0.854355104926931,-0.384686804521841,-0.0113165269259002,0.142347439090706,0.20226205350057,0.375889843452407,0.129710118817362,-0.541859613587808,0.728606955153568,0.625262739846483,-0.135304914462238,0.272946675275624,-0.34607345179602,0.911135061070222,-0.413614278906033,1.50795114091191,0.402142298466017,-0.574072454892219,0.342619565095975,-0.2572735775896,0.651118322468238,1.35158841940984,1.20344797718163,-0.347470277149999,0.751305689355194,0.499909808453173,0.652687489035892,-0.346239866019153,-0.59984467723222,-0.719510983192331,-1.21832565115123,-0.219796957819004,1.24641786373416,-0.891272201394036,-0.625332144678999,-0.629934487168673,0.0347045946228108,0.933833978719737,0.194089470034186,-0.012320212510708,-0.000866314383706268,0.319777919419005,-1.03104020175085,0.545744165606754,-1.12042338154932,-0.45582362604339,0.766405692354893,-0.268402892053493,-0.583701281929212,0.20154564745759,-1.0595331771093,0.489264402279113,-0.86833300703283,0.149841295080591,-0.0347573998166094,0.493646918317939,-0.691700489105312,-0.0967291792150622,-0.0229623241884805,0.202722802324832,0.323253643486428,0.662980242759773,0.190528246616603,0.0402006713273009,-0.152815127577391,-1.44178800396317,-0.398908346515221,-0.812109256931438,-0.107094830655379,0.356375685556589,0.298136761201151,0.893802975727576,0.943069159606336,-0.577498512314257,-1.17361351269177,-0.549188556224007,0.82133219593654,0.172041126446385,-0.925221287111638,-0.424992408681789,0.468150875802061,-0.126835030047514,-1.01367329621756,-0.119077936562935,0.267141406143907,-0.602526293314586,-0.366413273496809,0.00752340447219695,-1.43316319242888,0.308292387702224,0.0361908923411431
3,0.268806235758261,-0.465801072416519,-0.0229081778031765,0.0488320810387048,0.830169461155331,-0.796043577164365,-0.150086534437849,-0.000409906033386021,0.246141925362236,-0.0467776682963102,0.31161277926384,-0.840165945020765,-0.953168469242257,1.27017289865648,0.919837891201284,-0.0245089766261948,0.776670055975503,0.123235139024248,0.167715949879693,0.203803799778682,-1.20448407997568,-0.573505405989779,-1.11635570303879,1.00108865286748,-0.18591951217157,0.270968031510661,-1.74228147004409,-0.255739481201369,1.49812242140866,-0.268396939931039,-0.433396045595082,0.0341715709976714,0.0989536284817944,0.174585141501657,-0.24101155092913,-0.0745608467928122,0.0732003873349754,-1.27040621782449,-0.0820295683777729,-0.923963657763691,0.114514381553604,1.18770012107101,-0.571517937506614,0.377289286327023,1.09571867386006,0.826438286154011,-0.591203424985062,0.0370642818444167,0.102994314522245,-0.223650842683709,1.14324303610585,0.232851776078539,-0.0498215187000149,-0.133751992354722,0.213863674168167,0.132781156004528,-0.0650455271945007,0.201856260321929,-1.62919601184522,0.0354068256475547,0.0305586764357381,-0.0328316683797931,-0.505590520812789,-0.989792005608792,0.789848405818712,0.236678653720915,0.525867522953279,0.501248205583681,0.101792419501415,0.30354732957755,-1.50870709756703,-1.26596138349933,0.618190933071536,0.164430170680122,0.616962164049453,1.14401892913981,-0.731483613098406,0.0839100744071415,0.908871288646173,-1.02923338615217,0.113876363354397,-1.13944913255813,0.0877549622964191,0.782972322707819,-0.434582931588276,-1.21805602899617,0.850568719154079,0.388984273338969,0.677571812254044,-0.324857803601958,0.236769129835422,0.507833797625678,-0.701815169468271,-2.01143801873061,0.622551882101178,0.68711816641687,-0.732307079771296,0.252882002234317,-0.377548738169582,-0.210850174087625
4,0.550321170776897,-0.238083012930425,-0.771391034047885,-0.485341920515309,-0.187177299470313,0.936023545076213,0.521126210369887,-0.894590332465345,-0.547479645640572,0.31089981885135,1.00024151225942,-0.528035655661566,-0.475114641490803,0.621905164512826,-0.318855076888148,1.52101799686138,0.294117464811015,-0.104952272795075,0.576909963197838,-0.0512282428547417,-0.696023849049002,-0.184384430467447,-0.359358167050328,-0.414312015198656,0.112192706849043,-0.492627789741343,-0.101455042444837,-0.356213292973753,-1.72635347530209,-1.05984360606305,-0.224470470505994,-0.578121433044916,0.693402289516849,0.286296617577941,0.252958640909484,-1.14848141275416,-0.956279758680624,-0.250643055271999,0.24981378071562,-0.206893852829013,-0.524981772507866,-0.126439093689621,0.813841242582649,-0.331103646494344,0.439159582207358,0.210797217016824,0.0899510173700036,0.223359643919941,1.07531369031369,-0.395194717718312,-0.796626956481122,0.79287783623116,0.762014411270118,-0.744613775412555,0.155541796536901,-0.41608068566169,-1.17664512112221,0.102034832608726,0.505164852284238,-0.11736046852825,1.04465616537916,-0.334561600224261,-1.10401308256559,-1.25937510117897,-0.342694103590778,0.411072137554445,-0.729981734875421,-0.911472383714946,-0.776642258118046,1.11202730522573,-0.626475420898166,-0.906697071180674,0.00662880782828168,0.0941022098870427,-0.129013153629609,0.121410099460738,-0.793975327259233,-0.0342166530683134,0.407833116572285,-0.903572862661456,-0.510784458444163,-0.0342922500938629,0.0102196300274832,0.903762955205078,-1.15933334984374,-0.0569063617886907,0.475784193584013,-0.36870713267484,-1.12714062312651,-0.289179866060169,-0.19035358132547,0.264009940294942,-0.146161146206147,-0.261290818135399,-0.824616708538232,-0.417243997885208,0.694894937129463,0.107202717972035,-0.671680411015131,0.189538083100647
5,-2.05220157210192,-0.065240996776197,-0.299260763135054,-0.530670852415631,-0.359946224797405,-0.352603257765639,-1.05574788964897,0.297032677849294,0.582688796414149,0.0803009256872537,0.326557035428072,0.313488720366377,-0.814555013786501,0.37189620870691,0.216198011138977,0.332211424578886,0.46757208962016,0.481755334387265,-0.214190957369166,0.781205314129473,0.385326826968065,-0.469450410819731,-0.60335169440371,0.480095497933008,-0.204690551890304,-0.900137333407766,0.45836774929773,0.977084240882965,-0.973178000015585,0.716181747041942,-1.42415304342738,0.183252402183551,0.346392257811528,0.670278816538532,-0.03422313553211,0.548088557046904,0.319279992553104,-0.0401972399957417,0.785520671096298,1.74524599523791,-0.281223860641413,-1.44211215019215,-1.63011350145422,1.70302386812574,0.058923110861171,0.735070352308688,-0.490646296569974,-0.318735253879058,0.229279110695148,-0.829783670026215,-0.0942020896647882,0.0605195515398652,-1.42100204409568,0.612653143218832,0.564221166241757,0.598197068726122,0.385127338572822,0.61526296060458,0.209897936283427,0.171226078002304,-0.236921834485654,0.222042144974631,0.18308740864966,0.114675484741422,0.0323773120227993,0.763187021816752,0.63887433460295,0.863513032466094,0.120818072211372,-0.442053862961055,1.41715033101857,0.287229875794122,-0.378721708817462,0.684351663821849,-0.0283283127847347,-0.0677028850788655,0.742836951712311,-0.162633660947872,-0.573124300873616,0.730747014270788,-0.670464081631388,-0.300894337944725,0.0833983891420931,1.00450641794972,0.875145810663805,0.104059878428755,-0.793543698647665,-1.48779898107883,0.975999079162388,-0.796768985992209,0.410115146781163,1.18245544477828,0.146567773035955,-0.260802822465282,0.653197329209445,-0.229141727101898,0.425812550137139,1.10190278237721,-1.14423084833851,-0.404960905209536
6,0.639758084990638,-0.160567602250671,0.43564540430277,0.368305509228548,0.776278007431473,-0.112169449946658,0.180105695745337,0.286166788089201,0.830643130307694,0.327553594211219,-0.630206617318981,-0.172132418790897,0.525623430696107,-0.184910739252159,0.269018262434637,0.114335736587901,-0.416459327123714,0.31710304351218,0.809007836905065,-0.102033519183563,0.973611489492428,0.334140888897905,0.0832821163282344,-1.05346450313423,-0.146838811220569,0.368658836132304,0.116664380500677,-1.42079939407597,-0.00280228985925729,0.725933874662019,0.413360201243591,0.606226837427987,-0.436832228617198,0.125010533344939,0.189164037455003,-0.0697425185184616,0.0275064817608959,-0.078424475114368,-0.885482524978301,-0.134771454943277,-1.36081904781736,0.714634274323162,0.439409191550361,-0.281450417691616,-1.22478133070673,-0.0611954239026673,0.346595162519874,-0.200756165618816,-0.183805783159636,0.741049084538862,0.0100013679769253,-0.389890108294713,0.182333358782954,0.00109341594040241,0.354168350322249,-0.223565641950906,-0.936675442291648,-1.15375939522204,0.0680009193756653,-0.649946160827713,0.387763136908452,0.268663198385125,-0.136653968611352,0.50223856950942,0.588290671135231,-1.23817622904099,-0.445170983290415,-0.49671078869224,-0.136692751146107,-0.827116649662476,1.17315155346018,0.939427854075495,0.0319379216998377,0.0903684512718037,-0.286741618972471,-1.71617798117445,0.536313649968001,0.118038556707908,-0.00147408464018012,-0.111682568275801,0.798736716953689,0.673923917161277,0.237001826230689,-0.649213380351859,-0.334099221148933,0.780103243023304,0.162992791364216,0.0625572712513928,-0.579152653882578,0.685936852729588,-0.374586124939183,0.192213332977081,0.469587958036875,0.0668428102231173,-0.184723529738228,-0.749899135817521,0.125365822094414,-0.451779405092574,0.967160207142334,-0.138707864731214
7,-1.03348273629179,-0.198982034788657,0.0214473881045984,0.180607548199208,-0.205646472409229,-0.336312907247042,-0.406208231755234,-0.43725758712047,0.135253137114129,-0.0171191945459745,1.32409320991521,0.506746741449205,-0.253562727067486,-0.544927625950761,0.139083555484087,-0.352944621089891,0.119211635806846,0.578827213825139,-0.997137537444234,0.537531734332463,-0.256039992078717,-0.235477353536025,-0.74431583801432,0.840282958225138,0.0747252586450625,-0.110729207084571,0.149777409054574,-0.47633494060299,-0.556983660899969,0.897469669713879,-1.82269012689052,0.676182524224743,0.395394308764505,1.11608678410382,-1.25358734507224,-0.38148328964291,-0.6289906773315,-1.40875702871063,1.28107052948094,-0.323775089154002,0.645287015182966,-0.0625057193075907,-0.00325940745542613,-0.308218120333724,-0.336132574825592,1.01723638603496,-0.836813597399866,-1.06721905065597,-0.0335222966387401,-0.873520029991865,0.608900224974262,0.0802119793669456,-1.15155349794596,0.755367408663178,0.229110152965485,0.725634541399462,0.730394833438481,0.590409464507313,0.220462741207918,-0.465388125182108,-0.0661687493637843,0.293912883303532,-0.371642535066649,-0.342201624617041,0.55689428363257,1.56973448485071,-0.284067581512144,0.613670562485197,-0.0573754981648861,0.45234743839444,-1.49106552981049,0.787692734940683,0.40093028720841,-0.193891493007991,1.18820299207978,0.190816975822461,-0.732212819615967,-0.580235193424019,1.01616454433935,0.572926130432135,-0.678219386077904,-0.246690730860357,1.07404515640223,0.597225443004032,0.313368353666611,-1.10210886639799,-0.22901295413973,0.443539567573693,1.10284833040648,-0.860748125188626,0.851706415212104,-0.497995762318709,-0.382554017367368,1.14903683795503,-0.178327989025559,0.514779693361015,-0.316130086900185,-0.222625508793173,-0.493734173283828,0.199612161265108
8,-0.658815773771084,-0.634505456875716,0.114116607479152,-0.429088563342292,-0.478086936605794,0.506458428632718,0.0618629505483856,-0.677173841370432,-1.3578991087165,-0.00071209546251999,0.0307065870640226,-0.249636449450905,0.251970795561079,0.122440787517307,-1.4991961984559,-0.670571028653954,-0.135968735768566,-0.224866129970005,-0.220820077477033,0.530384431795734,-0.36328486423537,-0.753909831133953,-0.0475810531935752,0.803333655759322,-0.831331666631052,-0.263604040854955,0.878944150882552,1.04860648377928,-0.295256744079269,-0.331909890236079,-0.925762028868216,-0.760541164223705,0.179338084128482,-0.374153225264129,-0.361195799937429,-0.739513305798368,-0.373336939015847,-0.223616057437846,-0.0960697775239756,0.200704838632849,0.458710671407004,-0.402768592560255,0.667068313383793,0.0705873958490887,0.236403052250232,0.0722974367918114,-0.0107680586301148,0.459571543308811,-0.917910426286354,-0.418892536419141,-0.507650176756227,0.739501982856633,-0.581989647412047,-0.0999035641043087,0.0508831641127797,0.147342453729595,-0.868448302013429,-0.0991086913948698,0.053009420065709,0.663990236280404,-0.361939408288338,0.13041820795637,-0.945867277352294,0.121121529731234,-0.413438721836455,-0.403747363471742,0.133963412319487,-0.240482465505908,0.0209457054958938,-0.186200898411369,-1.27162938445058,-0.243944077068574,0.1726216078147,-0.729106353465908,0.328530896290991,0.540423191655494,-0.199543724725546,-0.32773612947256,-0.234144313874562,0.0523013559432248,-0.371003117682562,-0.656262972445497,0.663262770680153,0.64657268462893,-0.549083465386471,0.500092309428529,-0.360916776879462,0.698774884742154,0.537602182331594,-0.6209689409792,-0.715828748423204,0.763520774747101,0.169811021903386,0.0229378143875792,0.353064641096743,0.860795862338218,0.8306735834465,0.501114319882718,-0.346478806628447,-0.687969326240547
9,0.675417813171128,0.270837894399413,0.137671425284218,-0.147826573091441,-0.309124639575681,-0.459561715688161,0.352160339303227,-0.407746152431871,-0.678878218637455,0.0894498954994896,0.222878897658321,-0.311408205707865,-0.698796584526845,0.0467826146616773,-0.160325191435673,-0.828652724477339,0.0311166566757206,-0.25519752935071,-0.0776332970349664,-0.149078766091941,0.141861558315545,0.187231210922098,-0.110297570999217,1.08202180812416,-0.38746634235194,0.019188685624955,0.56870919086445,-0.203838179296385,0.0611046115595452,0.0556918682825182,-0.127595645910717,-0.163658640405269,-0.733040151130793,-0.167189609117171,0.125091734235734,0.219526787404814,-0.590930209486363,0.133808238739893,-0.158698163599283,0.0886776424568048,0.547465954790011,-0.286415417354679,0.214984295786495,-0.151227729541953,0.44110669635035,-0.175737624465806,-0.0197953728127793,0.60091472683188,-0.295503628596788,0.101775513599621,-0.682934914957356,0.314826361827606,-0.423821582254519,-0.259481415182152,-0.710523758550297,-0.661004120728169,0.240911885048644,0.5213606900506,-0.126077987606677,0.123814026531793,0.888516328741411,-0.0853735201552323,-1.2612075293039,-0.00297164391663729,-0.175552140620115,0.158338551880484,-0.45098661110341,-0.200695825425298,0.868727858845449,-0.00176498058983593,-0.36340785515617,0.237882626657521,-0.514605527209529,-0.67241388663134,0.386032584588661,0.28033447000898,0.0829769437539168,1.14274415071227,-0.469321435300913,-0.790654938325732,-0.860007448190952,-0.250812022916171,0.769745996016314,1.1003541005245,0.156534564261063,0.0812250009052337,-0.691668362592864,1.70484190962384,0.233558644354643,-0.0213014795102862,-0.419181214114676,0.151053251204075,0.0462097434672349,0.373974946850934,-0.521643312839044,0.510628118984429,0.128515283458707,-0.662791716841967,0.6060366203058,-0.390318346769392
10,-1.05668726241996,0.00219764092405306,-0.0440984566845718,0.315089231167204,-0.252263744168753,-0.168689170268905,0.108310803025883,0.112828586966182,-0.185517962687302,0.162708187740732,-0.986199794377934,0.579062924630837,-0.463717021095711,0.411448745664953,-0.179390445633982,0.199978793077276,0.264900185598035,-0.41122373906714,-1.82127065589677e-05,-0.0567427569469247,-0.131859676575162,1.03507210806874,0.482620411270993,0.306962286249578,0.110207031244365,0.488664430291959,-0.225677491010527,-0.324301361266712,-0.922325415602023,-0.536478445547006,-0.606089251713309,-0.26527622772332,0.461385149779755,-0.0431715110006453,-0.200622483617348,-0.608194751141354,0.603599690357823,0.247417086230734,-0.729299383766815,0.51594632544875,-0.468167063869221,0.537967590912879,0.539515516172009,0.0486340367324825,-0.149321813122704,-0.0824891625231441,0.343804297739098,-0.35441314846835,-0.22431839210996,0.539101215767515,0.00179985328951133,-0.162171356441549,0.0993485904650174,0.180091563526401,0.0963988307240268,-0.764170429176797,0.752222227348964,0.28135374222401,-0.495603576347255,0.111983833600985,-0.0301773035408268,-0.251953299084475,-0.0909607890766465,0.197991201015089,-0.173691188526907,-0.312008768664425,-0.0932964758330619,0.618636300468426,1.19466499347984,-0.228349085022785,-0.124650876500434,0.329934924420435,-0.0228860082148031,-0.66107283134319,0.161451217071853,0.347643941339901,-0.290136301282785,-0.197552162981024,-0.271419491064367,-0.136089807414527,-0.497751902035666,-0.877364749085492,0.710226271097282,-0.824480398142258,0.238529536422327,0.589697502063552,-0.264402204864735,-0.47837045837416,0.349124615855399,-0.197460445304194,0.54264266543613,0.547891610544695,0.0451578389290592,-0.136623781856737,0.0753486366822451,-0.586429475054077,-0.185030358041214,-0.119310465901684,0.325616984191099,-0.0240130247205456
