"time_idx","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
1,-0.100735596108217,-0.21520592671657,-0.194921324222344,0.0861088229014883,-0.141366740102344,0.144608808269945,-0.0705636829210931,0.0748420848168471,-0.00603325975269291,0.106137103768367,-0.17622374635414,-0.0155696246969546,-0.0226138405458984,-0.131933922731349,0.0888046817676909,0.200061360809566,0.0929014013203484,-0.254791688109501,0.0786093879858035,0.0213133440472559,-0.0769718429660429,-0.090895531889162,0.119863675208896,-0.138626065640268,0.0627225958082695,-0.171943590622337,-0.0130614671847165,-0.0189530738179625,-0.253831361713237,0.151379159527602,0.0315321062325373,0.0478022768916094,0.077949369047701,0.0324228232377092,-0.271646182241544,-0.00849951912657906,-0.160507694575848,-0.0973538685747833,-0.178166761754208,0.16063085898835,0.0356485865556474,-0.330081093266809,0.0570642131644772,-0.182433406718281,-0.032215437148316,-0.106591408525308,0.0387421639425337,-0.0186535153695821,-0.179600637489053,-0.0264845142778707,-0.155515186121437,0.0388687193664442,-0.107834598965587,-0.0628591385401764,0.0142325984342853,0.0249685972014173,0.530710407788945,-0.0772551907456682,0.0910749239224991,0.0370324568424323,0.0911400110757321,-0.055113471317214,0.303970650280348,-0.140285999671096,-0.138071645513002,0.174340472091753,0.041233861208652,-0.216855609240538,-0.0191130825948662,-0.00235626895432507,0.0997360098043723,0.0971820454022644,0.06466919251635,-0.210554130057434,-0.292981998588352,-0.326803600255949,-0.0295418877150375,0.193660161982133,-0.119857943196639,0.087346040267488,0.0111723881926056,0.251020565287469,-0.16589982142442,0.0268467105408699,0.0260702643068379,-0.128658593276754,-0.167236643782359,-0.112810779812857,0.173383954270756,0.322097654128156,-0.171001203415525,-0.233843857296978,0.0728665293028972,-0.111691781851471,-0.154498452098394,0.00994996582456445,0.0652472513785707,-0.0157173160844359,0.0159950309866377,0.0939460425990911
2,0.0645809912761618,0.132862213483681,-0.263804082972182,0.179877021684181,-0.0656599348991444,0.399247753646688,0.00143044682484816,-0.172531336403309,0.000561049187819504,0.0113803450633439,-0.0200454525152848,-0.0339332077960503,-0.0278557150158409,0.14628212536518,0.0656205825083994,-0.166451211741415,-0.227874705250453,0.219874535475972,-0.159326504993745,-0.0729987542490954,0.0828797978071223,-0.0912729329642686,0.158678983408813,0.160504393532197,0.243430999357789,-0.209645860204002,-0.183487568132516,0.000160844946290886,0.0915579865607582,-0.0752017549489988,-0.0909257809523004,-0.272839832173786,0.120302516299134,-0.12442286715886,0.190630373803312,0.160016667883346,0.0127777795339135,0.0823943679525441,-0.114276081684968,-0.150091338051633,-0.174801640939561,0.320896348681007,0.337256976171915,0.114092740673335,-0.0357481487672414,-0.0299922998697528,-0.0609333286947164,0.0130658332517073,-0.104335558262219,0.00253039183357361,0.259891539295185,-0.0500743768824491,0.269023533875665,-0.102366945578165,-0.136432398452684,0.29770654852998,-0.0193884672498,-0.0401776862426603,-0.159674123398889,-0.0290253392435861,0.0740275011802803,0.00570894124133904,-0.422745772227079,-0.0795057839379043,0.121489606202869,-0.171228752339964,0.141673330145023,0.18025415082057,0.18880030100758,0.120081247576981,0.0207791721635347,-0.0731411796590405,0.0870050557978707,-0.0253910024827234,0.0755657697740065,-0.0370534257860903,-0.0858802349472208,0.0563523209517195,-0.00287289463772997,0.172238012454253,-0.0245925670915684,-0.142078431565429,-0.0273739924635077,0.0197115229322085,0.0831488232460542,0.0309671175941908,0.000471291707414043,0.0707276705693064,0.0642530016739605,0.116355606720559,-0.175317043659635,0.113113388193647,-0.00608312798252957,-0.256065757474525,0.220494999489518,-0.234261517097169,-0.0455404715700101,-0.0235096633926337,-0.106901867257028,-0.310751116240202
3,-0.214974310921665,-0.319049108999751,0.145227321335065,0.156510138049067,-0.0829616330177583,-0.0836388812798097,-0.0371047814595214,-0.465667329366219,-0.0384610594631927,0.0843106227254691,0.0350690098140211,0.235532750327418,0.0540177494868727,0.0564838876807829,0.265718669184773,0.105777231231387,0.0898641771371732,0.0747350517459457,-0.00444491412306443,0.208190560408602,0.00434188200199617,0.117622087053178,-0.288540911912157,0.231572329922316,0.0897971405508166,-0.120019790218671,0.0352210075416768,-0.119881294831643,-0.126171181672907,0.00703036537129,0.266281518460789,-0.0628357649781008,-0.120048224227712,-0.0879221081436136,0.0302353798053743,0.00939687941865876,-0.103476145947884,-0.138007284287107,-0.266181133640599,-0.0192873302547315,0.158326660897908,0.193519873867209,-0.00977408109139905,0.160590717467782,-0.0248387117822054,0.249911025155059,0.102132304244136,0.0336164557348142,0.174384034961861,0.0400259326914225,-0.399654901412727,-0.434708615088373,-0.0656676863792083,-0.291571842195734,-0.0894057610553977,0.21417847678688,-0.0479051412517346,-0.403739621372013,0.213694798105854,0.0370188134076324,-0.146356091313367,0.142232420742309,0.230283875333047,0.282778531722108,-0.0809709098800567,0.209273028293838,0.160403711470676,-0.0560559723984464,-0.0581932919590911,-0.0536363295977849,-0.00851639201575464,-0.442236778740851,-0.184045237839363,-0.171300596460361,-0.342700273254997,-0.0445058298166253,0.0440608705819165,0.0443725248137263,0.180215986975997,-0.0414890560034034,-0.0647709304794633,0.0921872986565938,-0.151711649065991,-0.0940809312826268,0.251887903469792,-0.0406607245772407,-0.0266156342180015,0.111624720074656,0.139118086593893,-0.134722295504516,-0.0618207069738878,-0.0348560447533352,0.139799829123256,-0.153171518076604,0.0886216904279125,0.189861458030676,-0.0749702265784278,0.0913263076350792,-0.201813425551486,-0.0149352363633191
4,0.0238650885863032,0.306207213752834,0.217682887961826,-0.078779174269704,0.130665899114457,-0.150350164633591,0.0271985178378665,-0.118709073240964,-0.245229708944579,0.238412371158232,0.0610140105437685,-0.202488350815084,-0.0158612242502404,0.106748213812822,-0.0103325769170441,0.302751396660731,0.00471259735552226,0.103403190381571,-0.00650094022268977,-0.0356937207400375,-0.126910135003332,-0.317422123868375,-0.113185302444969,-0.0834009944205464,-0.0554813522970989,-0.0684860143283944,0.0702582274647721,-0.114952527355564,-0.0557386023239707,-0.125029642286547,-0.0426230460099847,0.299935689732905,-0.178523009529836,-0.062671806401732,-0.0129734494432298,0.124718008020783,-0.0155756519005906,-0.0549703739562882,-0.0941600599537253,-0.0223823448290206,-0.0133994021652706,0.13025063418313,-0.147070825762757,-0.124955074409512,0.0309629527026672,0.11028790913097,0.0596639593295478,-0.176376795925932,0.0312968388664031,0.042002477920324,-0.08566572409177,0.101351283599859,0.0591063678866509,0.0199527010768131,-0.0603447709477878,0.0327449479531357,0.0501882762311452,0.227805161605849,-0.0883409850627437,-0.274007563141796,-0.175057749185544,0.016958781242694,-0.178020150486489,0.261890289366366,-0.154052906204624,0.0653128846388448,0.211287546447302,0.00505705537953872,0.00179061196927932,0.323255907250714,0.00930910512210638,0.0815750753676948,0.0266226200657237,0.108325125271794,0.132798182242103,-0.133360558374766,0.0746551267375638,0.0434452379890992,0.171059196910687,-0.19183929367624,-0.045155692101397,-0.0729410962555758,0.173582002956057,-0.108919997794343,0.0829775083733649,0.160374622413851,0.0985095682563728,0.0857898695202926,-0.0650887705380891,-0.177555017696879,0.277757422137433,0.148975578412029,-0.129748707449728,0.033887770871412,-0.270402851600411,-0.389959144737554,0.196615072189691,0.0923485970612521,0.0994251246539941,0.107587380561112
5,-0.0152709129479481,-0.0760566729739706,0.293410831950214,-0.188724060494161,0.0605291752066281,-0.125668454470375,0.253660149284288,0.173451117946356,0.012991105176264,-0.0396310142843521,-0.572872450417723,0.170137806615079,-0.0377653914715923,0.389102500492321,-0.258497402198346,-0.0305973228573369,-0.17763630923486,-0.191161380431635,0.106731318487668,-0.0155305631164607,0.149638390316475,-0.0966155329075379,-0.084039421330209,-0.0261289717203472,0.011601624046814,0.0406767141003655,0.186607899200934,0.000790848616655217,-0.0422511456236586,-0.240310202146661,0.0395361819154838,-0.101964880416626,0.182148885630867,0.17512495957685,0.21289117864109,0.134814009444264,0.10318755597249,-0.102107785166413,0.385789395775716,-0.102242327788137,-0.26307078691581,0.0168115604638075,-0.068230993620417,0.0509295235264118,-0.0436667410301546,-0.082500917119235,-0.119642857860732,0.0228761415743761,-0.024242832901853,0.0540155535206898,0.0267209439165541,0.0286543857264864,-0.0967453582713211,-0.00198565470102432,-0.110298226378311,-0.274420554356313,0.072096449718928,-0.261936386447529,0.00523618738536631,-0.0263404790792447,-0.038123798744328,-0.270993674694061,0.184480800925362,-0.237925850589618,-0.16164362285437,-0.0798185088714735,0.0840513290555393,0.00193298439798749,-0.130051575115567,0.0481790532603199,0.0430836826722921,-0.391771665147925,-0.015352617945379,-0.0666021560423321,-0.118320453432827,0.0206913666632158,-0.0513903852048871,-0.0238689867159972,-0.0438993899338623,-0.0502571766949454,-0.152803884850276,-0.0534842692731085,0.0987819586246764,-0.0962423110664887,0.122764439312411,0.158244161364295,-0.150391587018607,0.12563800346698,0.0315598702183041,0.130530876151829,0.0913734479153602,-0.25147807668729,0.125742612881885,0.0800311629465368,-0.270099354860006,-0.00234252849862276,0.0333165856738495,-0.0083821527990269,-0.203940590317709,-0.0189526494691779
6,-0.114127774905517,-0.000539483414253292,-0.111102688871326,-0.136848376774502,-0.0934345145042407,0.144948246417855,0.160033056222089,0.01757168608156,-0.050386268102059,-0.0531285645253189,0.0851638176287985,-0.305633955471189,0.0213585414354282,-0.10193602775578,-0.00678575029552282,-0.131991370314387,0.0329374884597388,-0.170570781787613,0.241001911637342,-0.14064182941451,0.0396075673574029,-0.233079708718921,0.0255084933201248,-0.0190059066990321,0.042987179431729,0.241721453538217,-0.0571718854698192,-0.0883338537410869,0.0341343669281834,-0.184600373942636,-0.0539058582243894,0.0816221254207839,-0.391887469113058,0.00890816008883599,-0.114058378417535,0.137779785470703,0.0975196190343358,0.0327117106993312,0.0449194014468126,0.179320474224148,0.0391553122167264,0.0166316344917683,0.0384658197086741,-0.0833881843372152,0.00434310824185193,0.000275455190679126,0.223796984336406,0.0549891432782241,-0.107229966002949,-0.142496503576009,0.181640985863509,0.0152677086354524,0.0890624581004356,0.0701628513828505,-0.157606808649512,-0.0305993340309926,-0.132322333951645,-0.200074529716201,0.189040046725605,0.00571685782552706,-0.0964390526785188,0.106962050898275,-0.165555050695373,0.0176175964447942,-0.265312284780487,0.0292056423826792,-0.15176144725946,-0.143416334749212,0.193461965866426,-0.26995555713338,-0.302003091893101,0.121804428278779,0.194626419545892,0.0335678030047104,-0.0243797346732521,-0.035979266870614,-0.140644064004626,-0.1281006978727,-0.154617717319525,0.0326117519070886,-0.0271664952982397,-0.0776586582744359,-0.173039785186,-0.0483621520090415,0.0495427327693277,0.00295339946946295,-0.078304889486052,-0.0657070359503566,-0.282132876787199,0.238688437153293,0.104850352002698,-0.109984848766338,0.125525102133506,0.0639682896304455,0.192483666050862,-0.0396257374027834,0.100268060557429,-0.19145559284328,-0.174122760654896,0.0182617023391132
7,-0.103124585901277,0.20408486737751,0.265543676528718,-0.108009779418543,-0.0737042653052798,0.000640991978540364,-0.115436797337283,0.00493226389100593,0.0373755761448947,0.0961161827775522,-0.0542434180572708,0.0932578549422663,0.0515733244005065,-0.141785547398856,-0.112466958780586,0.123639081495942,-0.188758898143962,-0.0751043853252843,0.101315074937162,0.147071536016489,0.220541264865508,0.0947396242145093,0.165989338219802,-0.0309023918221062,0.010369131152523,-0.0497314981646102,0.0439003789623038,0.25551311765028,-0.109348324672966,0.00497504189880654,-0.214449459159038,-0.206061308508665,-0.122425060559525,0.0507502063644368,0.284353029673591,-0.180815373481946,-0.0838480299267597,0.0978108512684705,-0.0780618172226953,0.0241196384668086,0.157718173136728,0.155754951331819,-0.0514860899577978,0.102576524475293,-0.0637513416476317,-0.190088252267042,-0.0723414833822503,-0.0573896721617434,0.131428262815162,0.0649359369705751,-0.0281175086028405,0.0571951288921473,-0.256655678204948,0.0622302496776147,0.0544497918765887,0.186127699763022,-0.0795762618662557,0.16223232109983,-0.0344555992144675,0.107963026503719,0.0561604926691334,-0.234837721688266,0.303656869310265,0.187759439622757,-0.177235653133211,0.061112170633137,0.00645920097209093,0.175941626522114,-0.202124968375305,-0.0553961139015538,-0.200242459586123,0.133457715648891,0.105611508430404,0.0687829203318682,0.0681097204337794,0.116801827965649,-0.0570506031002674,-0.0099814833698894,0.0742937608660936,0.0555113138752082,-0.183745749743194,-0.0451565058186124,-0.00274203923797078,-0.324286957001109,-0.222315906431894,-0.0961737520314824,0.00670186691385009,0.0203224833760298,0.129081289492813,0.167498624929846,-0.015913598935417,0.147549167393275,0.146123412657965,-0.112049321055398,0.138284381510098,0.216872573983126,-0.221053469046463,0.172510759368975,-0.030907011707538,-0.150265134391738
8,0.143156771228428,0.00185953078014257,0.274882851890206,-0.216596305094085,0.0216537168682043,0.0161203423187297,-0.0316315561516713,-0.119669664182531,-0.0453822637575546,-0.142867824605723,0.127426660018614,0.114888505154273,-0.0617011233325524,-0.00742651586439678,-0.0127186125713743,-0.0191810439511617,-0.112914405781168,0.104693282613774,-0.198568144853301,0.00977918427977666,0.0303190988753223,0.078874485755412,-0.134179511025378,-0.0733806387044008,0.00632731919541872,0.0872678861443977,-0.0624385421865543,-0.0749851444228224,-0.129974037873537,-0.198713396036516,-0.0496308314645978,0.0490986313858058,0.0364964606647566,0.0043892974879285,-0.376370420676264,0.0921474355497936,-0.131366039703738,0.0538745660753899,0.0506696394574819,-0.363844276854759,0.115864107115534,-0.18291721174975,-0.112908447407632,-0.148441507969062,0.303384558919114,-0.129564652679214,0.126167875184185,0.0306532435099639,0.300779046412077,0.0955570032699868,-0.0488187940328869,-0.200786145790735,-0.0415949035025452,-0.0344425745384705,0.192902748642168,-0.0120966971573548,-0.345939004856964,-0.0208540202155328,0.0478557080367162,0.202105700834453,-0.201794959766418,-0.123824719411458,0.234422380132325,0.0401903172737636,0.0729376873915535,0.074930139274907,0.0321056344460252,0.137362446981721,0.250696630240437,0.0433941555821445,0.0926414581736723,0.0952432793079186,-0.061117631397183,0.0389061876056337,0.314761395021197,0.0327996083676682,-0.100498294776852,-0.0833965062743853,0.0613715863501872,0.0537256235468037,0.219714781759473,-0.105510330643271,0.222742623075687,-0.194206227811668,-0.0981110961113293,0.0168110089231545,0.137055295909024,-0.0471771765082035,-0.0343092195496471,-0.0538764966291834,0.25583994075705,0.0290705752446734,-0.168573520230288,-0.111191663548651,0.280473637151189,0.0185674456836322,0.0917546310694291,0.124235754509253,0.238840863268903,0.108362996508992
9,-0.111104381961061,0.0958184279960157,-0.0132455210554303,0.0694117772477236,-0.055384727021145,0.0307082558967261,0.0457776861830619,0.0583056258377357,0.152903834050064,0.155114644575202,0.0960056691923533,-0.102709174777946,-0.136620945230942,0.0634023805225344,-0.0578481560920562,-0.0593500194909345,0.0820835207108297,-0.122652108976453,0.0816975284679971,0.0985342563504471,-0.174914318978597,0.151620636006617,-0.0636335379047225,0.204886912472168,-0.0270408715296016,-0.0924004852624918,0.10928463818997,-0.159129536096773,0.00227002263021698,0.0821878786095661,0.107747784620665,0.192702469395702,-0.100426589980344,-0.0639655589526244,-0.0236909671916442,-0.156823590332601,-0.0860327221987847,-0.0639029183720811,0.238521998861784,-0.0401389201134041,0.165984272125384,-0.137551242186372,-0.170063239511589,0.100005411109503,-0.143838543503209,-0.321690882548229,-0.0787374499078587,-0.00735188890967397,0.411927325422532,0.0832625795687196,0.0300094309618009,0.124037147784863,-0.000808506842783975,-0.06517045419299,0.139124538911353,0.0668217632764721,0.184845308585092,-0.161884290940891,0.0283243619684223,0.173388752548788,-0.00851226939487713,0.186321874591573,0.179119290954506,0.285249516895898,-0.0817061101532622,-0.109009367267495,0.0635698816554212,0.0542986598708137,0.000484684979568509,-0.0905084309413925,-0.0116570042909454,0.0551136998723232,-0.0460315584535381,0.0742839309077493,0.110950928900049,0.29388759485152,-0.156244056798336,0.0831809415549691,0.0258922517359544,-0.0411219881404179,0.0709525841839686,-0.201351571353751,-0.0491506467833235,0.0128501839976554,0.0225872319418327,0.211327022850869,0.159457574095917,0.0701571607033953,0.042499627198652,0.0940546002484912,0.0410583086318637,-0.12724056066484,0.182532374567164,-0.137867279193114,0.0125597674997164,-0.0496466555789607,0.0661701502011652,-0.134024451263456,0.0315912357516949,0.1779798021676
10,-0.123429348929096,0.183472451375904,0.107080642819773,0.109143501547377,0.16033176203786,-0.0534585513943826,0.310489823804378,0.0734176087897489,-0.0402449606579991,0.0929933827855379,-0.0187505088235286,-0.0861108171404881,-0.0291399800421248,0.0231758062295997,0.203297736056162,0.0393985240819992,-0.25826163377787,0.114273211697875,-0.0650143596171719,-0.126524575597115,0.0012456005580864,0.0175387355528669,0.00883162914277612,0.0513059389202148,-0.217583524730954,0.0222370457325769,-0.0689964241751874,-0.0385950278991967,0.081476942544419,-0.0376566312087714,-0.0667812692014537,0.116248134221183,-0.208171197399131,-0.135308290108747,-0.0333519614140666,0.0618748905385139,0.0161199490533851,0.127675508726591,-0.0355819866059281,0.0427946287211969,0.224665469481633,-0.31212999132651,0.173609383738928,-0.214643991599912,0.0815123140304986,-0.237429454241158,-0.0267285034502867,-0.0941416430885965,0.211598108652509,-0.0718843316317709,-0.0460192195444322,-0.0522354418781111,0.0740522680439897,0.0205548426063455,-0.0261550618252857,0.0256635117664218,-0.103564796220406,0.0299220472421216,0.330667320686685,-0.056837735874747,0.011095776195933,-0.236167054231491,-0.12006679957093,-0.0818707935781463,0.0563048963431451,-0.0894170495009338,-0.280440179012933,0.210713352125041,-0.123064780346634,-0.0689689045086163,0.335764546612959,-0.0465496715213131,-0.205265876806758,0.1574903706131,0.0255447424991784,-0.0566711471063776,-0.180000979625872,-0.00360689901391564,-0.258516901827091,0.0164415031813344,-0.0373250321780177,0.0108386811105984,0.206559942050966,-0.18031581871949,-0.0715701186859738,-0.224001875322905,-0.10986169568587,0.0325162514125014,0.0607159383850741,0.130579926972466,-0.275754008456821,0.184328347628477,-0.0608652224854558,0.25998371712796,0.201060132793134,-0.237514535976025,0.00373106983393301,0.124190454505049,0.103986831731051,-0.0504250882618848
